Electrical and Computer Engineering;2018-10-25T10:41:58.455981
Engineering;2018-10-25T10:41:58.455981
Digital Communications and Networking;2018-10-25T07:22:47.522861
Engineering;2018-10-25T07:22:47.522861
Computer Engineering;2018-10-25T07:22:47.522861
Electrical and Computer Engineering;2018-10-25T07:22:47.522861
Computational Engineering;2018-10-25T07:22:47.522861
Electrical and Computer Engineering;2018-10-21T11:53:10.507355
Computer Engineering;2018-10-21T11:53:10.507355
Engineering;2018-10-21T11:53:10.507355
Digital Communications and Networking;2018-10-21T11:53:10.507355
Manufacturing Engineering;2018-10-20T08:29:13.646212
Mechanical Engineering;2018-10-20T08:29:13.646212
Electrical and Computer Engineering;2018-10-20T08:29:13.646212
Engineering;2018-10-20T08:29:13.646212
Engineering Science and Materials;2018-10-20T08:29:13.646212
Engineering;2018-10-17T21:45:01.342512
Civil Engineering;2018-10-17T21:45:01.342512
Transportation Engineering;2018-10-17T21:45:01.342512
Structural Engineering;2018-10-17T21:45:01.342512
Civil and Environmental Engineering;2018-10-17T21:45:01.342512
Computational Engineering;2018-10-17T21:45:01.342512
Materials Science and Engineering;2018-10-15T19:41:44.444581
Nanoscience and Nanotechnology;2018-10-15T19:41:44.444581
Engineering;2018-10-15T19:41:44.444581
Electrical and Computer Engineering;2018-10-15T19:41:44.444581
Biomedical Engineering and Bioengineering;2018-10-15T18:40:57.384565
Molecular, Cellular, and Tissue Engineering;2018-10-15T18:40:57.384565
Engineering;2018-10-15T18:40:57.384565
Civil Engineering;2018-10-15T04:45:18.625763
Transportation Engineering;2018-10-15T04:45:18.625763
Operations Research, Systems Engineering and Industrial Engineering;2018-10-15T04:45:18.625763
Other Engineering;2018-10-15T04:45:18.625763
Civil and Environmental Engineering;2018-10-15T04:45:18.625763
Systems Engineering;2018-10-15T04:45:18.625763
Engineering;2018-10-15T04:45:18.625763
Electrical and Computer Engineering;2018-10-14T12:46:09.939542
Engineering;2018-10-14T12:46:09.939542
Controls and Control Theory;2018-10-14T12:46:09.939542
Electrical and Computer Engineering;2018-10-11T08:25:43.351856
Engineering;2018-10-11T08:25:43.351856
Power and Energy;2018-10-11T08:25:43.351856
Electrical and Computer Engineering;2018-10-11T08:24:25.651458
Engineering;2018-10-11T08:24:25.651458
Power and Energy;2018-10-11T08:24:25.651458
Electrical and Computer Engineering;2018-10-11T08:22:29.068967
Engineering;2018-10-11T08:22:29.068967
Power and Energy;2018-10-11T08:22:29.068967
Biomechanical Engineering;2018-10-09T19:28:45.492090
Engineering;2018-10-09T19:28:45.492090
Mechanical Engineering;2018-10-09T19:28:45.492090
Biomechanical Engineering;2018-10-09T19:18:52.729555
Engineering;2018-10-09T19:18:52.729555
Mechanical Engineering;2018-10-09T19:18:52.729555
Biomedical Engineering and Bioengineering;2018-10-05T12:28:10.672731
Engineering;2018-10-05T12:28:10.672731
Other Biomedical Engineering and Bioengineering;2018-10-05T12:28:10.672731
Civil and Environmental Engineering;2018-10-04T20:22:25.736872
Engineering;2018-10-04T20:22:25.736872
Structural Engineering;2018-10-04T20:22:25.736872
Materials Science and Engineering;2018-10-02T06:56:50.568957
Other Engineering;2018-10-02T06:56:50.568957
Manufacturing Engineering;2018-10-02T06:56:50.568957
Mechanical Engineering;2018-10-02T06:56:50.568957
Engineering;2018-10-02T06:56:50.568957
Engineering Science and Materials;2018-10-02T06:56:50.568957
Engineering Physics;2018-10-01T14:14:14.737908
Engineering;2018-10-01T14:14:14.737908
Engineering Physics;2018-10-01T14:09:21.765074
Engineering;2018-10-01T14:09:21.765074
Engineering Physics;2018-10-01T14:03:36.599743
Engineering;2018-10-01T14:03:36.599743
Engineering Physics;2018-10-01T13:55:31.523064
Engineering;2018-10-01T13:55:31.523064
Electrical and Electronics;2018-09-28T15:14:22.615434
Electronic Devices and Semiconductor Manufacturing;2018-09-28T15:14:22.615434
Materials Science and Engineering;2018-09-28T15:14:22.615434
Nanotechnology Fabrication;2018-09-28T15:14:22.615434
Computer Engineering;2018-09-28T15:14:22.615434
VLSI and Circuits, Embedded and Hardware Systems;2018-09-28T15:14:22.615434
Nanoscience and Nanotechnology;2018-09-28T15:14:22.615434
Hardware Systems;2018-09-28T15:14:22.615434
Electrical and Computer Engineering;2018-09-28T15:14:22.615434
Engineering;2018-09-28T15:14:22.615434
Other Materials Science and Engineering;2018-09-28T15:14:22.615434
Engineering;2018-09-27T14:23:27.086166
Computer Engineering;2018-09-27T14:23:27.086166
Electrical and Computer Engineering;2018-09-27T14:23:27.086166
Computational Engineering;2018-09-27T14:23:27.086166
Other Computer Engineering;2018-09-27T14:23:27.086166
Fluid Mechanics;2018-09-27T01:58:03.886134
Engineering;2018-09-27T01:58:03.886134
Mechanical Engineering;2018-09-27T01:58:03.886134
Civil and Environmental Engineering;2018-09-25T17:52:14.140128
Risk Analysis;2018-09-25T17:52:14.140128
Engineering;2018-09-25T17:52:14.140128
Computer Engineering;2018-09-24T05:37:30.886326
Other Electrical and Computer Engineering;2018-09-24T05:37:30.886326
Electrical and Computer Engineering;2018-09-24T05:37:30.886326
Computational Engineering;2018-09-24T05:37:30.886326
Engineering;2018-09-24T05:37:30.886326
Controls and Control Theory;2018-09-21T20:09:33.289651
Computer Engineering;2018-09-21T20:09:33.289651
Design Engineering;2018-09-21T20:09:33.289651
Mechanical Engineering;2018-09-21T20:09:33.289651
Electrical and Computer Engineering;2018-09-21T20:09:33.289651
Engineering;2018-09-21T20:09:33.289651
Robotics;2018-09-21T20:09:33.289651
Multi-Vehicle Systems and Air Traffic Control;2018-09-21T06:50:14.835902
Engineering;2018-09-21T06:50:14.835902
Aeronautical Vehicles;2018-09-21T06:50:14.835902
Aerospace Engineering;2018-09-21T06:50:14.835902
Other Materials Science and Engineering;2018-09-12T14:28:35.063576
Materials Science and Engineering;2018-09-12T14:28:35.063576
Engineering;2018-09-12T14:28:35.063576
Metallurgy;2018-09-12T14:28:35.063576
Computational Engineering;2018-09-12T14:28:35.063576
Ceramic Materials;2018-09-12T14:28:35.063576
Engineering Science and Materials;2018-09-12T14:28:35.063576
Nanoscience and Nanotechnology;2018-09-11T19:02:28.356871
Electro-Mechanical Systems;2018-09-11T19:02:28.356871
Engineering;2018-09-11T19:02:28.356871
Mechanical Engineering;2018-09-11T19:02:28.356871
Materials Science and Engineering;2018-09-09T21:10:40.923792
Other Mechanical Engineering;2018-09-09T21:10:40.923792
Polymer and Organic Materials;2018-09-09T21:10:40.923792
Mechanical Engineering;2018-09-09T21:10:40.923792
Engineering;2018-09-09T21:10:40.923792
Materials Science and Engineering;2018-09-07T16:05:21.227873
Engineering;2018-09-07T16:05:21.227873
Metallurgy;2018-09-07T16:05:21.227873
Combustion;2018-09-03T20:17:50.932967
Automotive Engineering;2018-09-03T20:17:50.932967
Engineering;2018-09-03T20:17:50.932967
Mechanical Engineering;2018-09-03T20:17:50.932967
Engineering;2018-09-03T20:03:45.373509
Engineering Education;2018-09-03T20:03:45.373509
Biomedical Engineering and Bioengineering;2018-09-03T19:57:18.242095
Mechanical Engineering;2018-09-03T19:57:18.242095
Biomechanical Engineering;2018-09-03T19:57:18.242095
Biomedical Devices and Instrumentation;2018-09-03T19:57:18.242095
Design Engineering;2018-09-03T19:57:18.242095
Engineering;2018-09-03T19:57:18.242095
Biomedical Engineering and Bioengineering;2018-09-03T19:49:47.317994
Computer Engineering;2018-09-03T19:49:47.317994
Mechanical Engineering;2018-09-03T19:49:47.317994
Engineering;2018-09-03T19:49:47.317994
Robotics;2018-09-03T19:49:47.317994
Biomedical Engineering and Bioengineering;2018-09-03T19:43:46.522870
Computer Engineering;2018-09-03T19:43:46.522870
Mechanical Engineering;2018-09-03T19:43:46.522870
Engineering;2018-09-03T19:43:46.522870
Robotics;2018-09-03T19:43:46.522870
Computer and Systems Architecture;2018-09-03T03:02:29.330432
Computer Engineering;2018-09-03T03:02:29.330432
Engineering;2018-09-03T03:02:29.330432
Electro-Mechanical Systems;2018-08-29T19:43:25.549343
Engineering;2018-08-29T19:43:25.549343
Mechanical Engineering;2018-08-29T19:43:25.549343
Electrical and Computer Engineering;2018-08-23T12:13:04.759276
Engineering;2018-08-23T12:13:04.759276
Systems and Communications;2018-08-23T12:13:04.759276
Engineering Mechanics;2018-08-21T16:32:19.506126
Polymer and Organic Materials;2018-08-21T16:32:19.506126
Biomechanical Engineering;2018-08-21T16:32:19.506126
Other Mechanical Engineering;2018-08-21T16:32:19.506126
Biomaterials;2018-08-21T16:32:19.506126
Other Engineering;2018-08-21T16:32:19.506126
Manufacturing Engineering;2018-08-21T16:32:19.506126
Mechanical Engineering;2018-08-21T16:32:19.506126
Structural Materials;2018-08-21T16:32:19.506126
Computational Engineering;2018-08-21T16:32:19.506126
Engineering Science and Materials;2018-08-21T16:32:19.506126
Biomedical Engineering and Bioengineering;2018-08-21T16:32:19.506126
Materials Science and Engineering;2018-08-21T16:32:19.506126
Computer-Aided Engineering and Design;2018-08-21T16:32:19.506126
Other Computer Engineering;2018-08-21T16:32:19.506126
Applied Mechanics;2018-08-21T16:32:19.506126
Mechanics of Materials;2018-08-21T16:32:19.506126
Computer Engineering;2018-08-21T16:32:19.506126
Other Biomedical Engineering and Bioengineering;2018-08-21T16:32:19.506126
Design Engineering;2018-08-21T16:32:19.506126
Other Engineering Science and Materials;2018-08-21T16:32:19.506126
Engineering;2018-08-21T16:32:19.506126
Design Engineering;2018-08-20T17:46:34.603428
Other Engineering;2018-08-20T17:46:34.603428
Engineering;2018-08-20T17:46:34.603428
Mechanical Engineering;2018-08-20T17:46:34.603428
Biomedical Engineering and Bioengineering;2018-08-17T21:05:10.331841
Computer Engineering;2018-08-17T21:05:10.331841
Mechanical Engineering;2018-08-17T21:05:10.331841
Biomedical Devices and Instrumentation;2018-08-17T21:05:10.331841
Design Engineering;2018-08-17T21:05:10.331841
Engineering;2018-08-17T21:05:10.331841
Robotics;2018-08-17T21:05:10.331841
Engineering;2018-08-17T19:19:35.666702
Aerospace Engineering;2018-08-17T19:19:35.666702
Civil and Environmental Engineering;2018-08-15T10:28:00.505479
Engineering;2018-08-15T10:28:00.505479
Hydraulic Engineering;2018-08-15T10:28:00.505479
Civil and Environmental Engineering;2018-08-15T10:18:53.525830
Environmental Engineering;2018-08-15T10:18:53.525830
Engineering;2018-08-15T10:18:53.525830
Hydraulic Engineering;2018-08-15T10:18:53.525830
Civil and Environmental Engineering;2018-08-15T10:14:04.503485
Engineering;2018-08-15T10:14:04.503485
Hydraulic Engineering;2018-08-15T10:14:04.503485
Materials Science and Engineering;2018-08-15T03:48:47.599984
Aerospace Engineering;2018-08-15T03:48:47.599984
Manufacturing Engineering;2018-08-15T03:48:47.599984
Mechanical Engineering;2018-08-15T03:48:47.599984
Engineering;2018-08-15T03:48:47.599984
Materials Science and Engineering;2018-08-13T03:55:20.106893
Engineering;2018-08-13T03:55:20.106893
Manufacturing Engineering;2018-08-13T03:55:20.106893
Mechanical Engineering;2018-08-13T03:55:20.106893
Electrical and Computer Engineering;2018-08-07T14:53:20.763732
Computer Engineering;2018-08-07T14:53:20.763732
Engineering;2018-08-07T14:53:20.763732
Digital Communications and Networking;2018-08-07T14:53:20.763732
Electrical and Electronics;2018-07-30T09:27:07.503568
Engineering Physics;2018-07-30T09:27:07.503568
Systems and Communications;2018-07-30T09:27:07.503568
Signal Processing;2018-07-30T09:27:07.503568
Engineering Education;2018-07-30T09:27:07.503568
Electrical and Computer Engineering;2018-07-30T09:27:07.503568
Engineering;2018-07-30T09:27:07.503568
Catalysis and Reaction Engineering;2018-07-30T04:47:07.885000
Engineering;2018-07-30T04:47:07.885000
Chemical Engineering;2018-07-30T04:47:07.885000
Fluid Mechanics;2018-07-30T03:43:42.939265
Engineering;2018-07-30T03:43:42.939265
Chemical Engineering;2018-07-30T03:43:42.939265
Mechanical Engineering;2018-07-30T03:43:42.939265
Automotive Engineering;2018-07-25T09:32:20.410236
Engineering;2018-07-25T09:32:20.410236
Biomedical Engineering and Bioengineering;2018-07-20T16:37:16.887987
Materials Science and Engineering;2018-07-20T16:37:16.887987
Biomaterials;2018-07-20T16:37:16.887987
Manufacturing Engineering;2018-07-20T16:37:16.887987
Engineering;2018-07-20T16:37:16.887987
Ceramic Materials;2018-07-20T16:37:16.887987
Engineering Science and Materials;2018-07-20T16:37:16.887987
Materials Science and Engineering;2018-07-20T16:28:48.258946
Other Engineering;2018-07-20T16:28:48.258946
Manufacturing Engineering;2018-07-20T16:28:48.258946
Engineering;2018-07-20T16:28:48.258946
Engineering Science and Materials;2018-07-20T16:28:48.258946
Computer Engineering;2018-07-20T04:29:31.440151
Digital Circuits;2018-07-20T04:29:31.440151
Engineering;2018-07-20T04:29:31.440151
Operations Research, Systems Engineering and Industrial Engineering;2018-07-20T01:45:08.549393
Other Engineering;2018-07-20T01:45:08.549393
Engineering;2018-07-20T01:45:08.549393
Manufacturing Engineering;2018-07-20T01:45:08.549393
Biomedical Engineering and Bioengineering;2018-07-19T16:45:14.724992
Bioelectrical and Neuroengineering;2018-07-19T16:45:14.724992
Engineering;2018-07-19T16:45:14.724992
Civil and Environmental Engineering;2018-07-18T16:26:21.033454
Other Engineering;2018-07-18T16:26:21.033454
Engineering;2018-07-18T16:26:21.033454
Engineering Physics;2018-07-18T16:26:21.033454
Design Engineering;2018-07-17T22:22:39.942964
Engineering;2018-07-17T22:22:39.942964
Energy Systems;2018-07-17T22:22:39.942964
Mechanical Engineering;2018-07-17T22:22:39.942964
Electrical and Computer Engineering;2018-07-17T03:37:15.653808
Engineering;2018-07-17T03:37:15.653808
Systems and Communications;2018-07-17T03:37:15.653808
Construction Engineering and Management;2018-07-16T17:01:40.919704
Civil and Environmental Engineering;2018-07-16T17:01:40.919704
Engineering;2018-07-16T17:01:40.919704
Structural Engineering;2018-07-16T17:01:40.919704
Biomedical Engineering and Bioengineering;2018-07-14T01:37:13.826689
Engineering;2018-07-14T01:37:13.826689
Biomechanics and Biotransport;2018-07-14T01:37:13.826689
Materials Science and Engineering;2018-07-12T06:46:53.416902
Engineering;2018-07-12T06:46:53.416902
Manufacturing Engineering;2018-07-12T06:46:53.416902
Mechanical Engineering;2018-07-12T06:46:53.416902
Design Engineering;2018-07-03T07:14:34.570000
Engineering;2018-07-03T07:14:34.570000
Mechanical Engineering;2018-07-03T07:14:34.570000
Engineering;2018-06-28T07:17:13.739984
Chemical Engineering;2018-06-28T07:17:13.739984
Electrical and Computer Engineering;2018-06-26T16:42:00.364516
Computer Engineering;2018-06-26T16:42:00.364516
Engineering;2018-06-26T16:42:00.364516
Systems and Communications;2018-06-26T16:42:00.364516
Engineering;2018-06-26T15:47:24.806850
Systems Engineering and Multidisciplinary Design Optimization;2018-06-26T15:47:24.806850
Aerospace Engineering;2018-06-26T15:47:24.806850
Electrical and Computer Engineering;2018-06-26T00:24:25.613871
Civil and Environmental Engineering;2018-06-26T00:24:25.613871
Engineering;2018-06-26T00:24:25.613871
Power and Energy;2018-06-26T00:24:25.613871
Fluid Mechanics;2018-06-24T19:41:47.181580
Other Mechanical Engineering;2018-06-24T19:41:47.181580
Other Engineering;2018-06-24T19:41:47.181580
Mechanical Engineering;2018-06-24T19:41:47.181580
Engineering;2018-06-24T19:41:47.181580
Fluid Mechanics;2018-06-24T05:19:19.619436
Computational Engineering;2018-06-24T05:19:19.619436
Engineering;2018-06-24T05:19:19.619436
Mechanical Engineering;2018-06-24T05:19:19.619436
Tribology;2018-06-21T15:09:48.634882
Engineering;2018-06-21T15:09:48.634882
Mechanical Engineering;2018-06-21T15:09:48.634882
Computational Engineering;2018-06-21T15:09:48.634882
Engineering Science and Materials;2018-06-21T15:09:48.634882
Engineering;2018-06-15T16:38:12.958917
Engineering Education;2018-06-15T16:38:12.958917
Design Engineering;2018-06-14T12:08:45.331137
Engineering;2018-06-14T12:08:45.331137
Mechanical Engineering;2018-06-14T12:08:45.331137
Engineering;2018-06-14T12:05:10.272564
Energy Systems;2018-06-14T12:05:10.272564
Mechanical Engineering;2018-06-14T12:05:10.272564
Automotive Engineering;2018-06-10T20:37:22.731155
Engineering;2018-06-10T20:37:22.731155
Automotive Engineering;2018-06-10T20:25:44.215091
Engineering;2018-06-10T20:25:44.215091
Automotive Engineering;2018-06-10T03:48:12.121144
Engineering;2018-06-10T03:48:12.121144
Design Engineering;2018-06-07T14:51:30.871216
Engineering;2018-06-07T14:51:30.871216
Mechanical Engineering;2018-06-07T14:51:30.871216
Design Engineering;2018-06-06T21:05:39.523449
Engineering;2018-06-06T21:05:39.523449
Mechanical Engineering;2018-06-06T21:05:39.523449
Design Engineering;2018-06-06T20:04:38.461789
Engineering;2018-06-06T20:04:38.461789
Mechanical Engineering;2018-06-06T20:04:38.461789
Electrical and Computer Engineering;2018-06-05T02:53:04.613352
Biomedical Engineering and Bioengineering;2018-06-05T02:53:04.613352
Engineering;2018-06-05T02:53:04.613352
Biomedical;2018-06-05T02:53:04.613352
Biomedical Engineering and Bioengineering;2018-05-29T17:48:56.080158
Engineering;2018-05-29T17:48:56.080158
Biological Engineering;2018-05-29T17:48:56.080158
Biomedical Devices and Instrumentation;2018-05-29T17:48:56.080158
Civil and Environmental Engineering;2018-05-28T22:23:07.304682
Environmental Engineering;2018-05-28T22:23:07.304682
Engineering;2018-05-28T22:23:07.304682
Design Engineering;2018-05-24T08:30:52.144608
Engineering;2018-05-24T08:30:52.144608
